jid,id,prompt,concept,alpha,sample,n_attempts,first,last,restarts,multi_attempt,esr
a00252,p24_body_positions_s1,How do you give an effective presentation?,body_positions,0.8,1,1,25.0,25.0,[],False,False
a00253,p36_body_positions_s9,How do you write a business plan?,body_positions,0.8,9,1,15.0,15.0,[],False,False
a00254,p29_body_positions_s17,How do you perform basic first aid?,body_positions,0.8,17,1,15.0,15.0,[],False,False
a00255,p25_body_positions_s9,How do you make a basic budget?,body_positions,0.8,9,1,20.0,20.0,[],False,False
a00256,p10_body_positions_s0,Explain how to plan a party.,body_positions,0.8,0,1,20.0,20.0,[],False,False
a00257,p31_body_positions_s6,How do you properly iron clothes?,body_positions,0.8,6,1,20.0,20.0,[],False,False
a00258,p8_body_positions_s9,Explain how to organize your email inbox.,body_positions,0.8,9,1,15.0,15.0,[],False,False
a00259,p18_body_positions_s2,Explain how to write a thank you note.,body_positions,0.8,2,1,15.0,15.0,[],False,False
a00260,p24_body_positions_s17,How do you give an effective presentation?,body_positions,0.8,17,1,25.0,25.0,[],False,False
a00261,p16_body_positions_s8,Explain how to write a research paper.,body_positions,0.8,8,1,20.0,20.0,[],False,False
a00262,p21_body_positions_s15,How do you calculate the area of irregular shapes?,body_positions,0.8,15,1,10.0,10.0,[],False,False
a00263,p17_body_positions_s12,Explain how to write a resume.,body_positions,0.8,12,1,15.0,15.0,[],False,False
a00264,p34_body_positions_s6,How do you solve a Rubik's cube?,body_positions,0.8,6,1,10.0,10.0,[],False,False
a00265,p27_body_positions_s4,How do you make a perfect omelette?,body_positions,0.8,4,1,15.0,15.0,[],False,False
a00266,p17_body_positions_s0,Explain how to write a resume.,body_positions,0.8,0,1,15.0,15.0,[],False,False
a00267,p11_body_positions_s11,Explain how to properly clean a kitchen.,body_positions,0.8,11,1,20.0,20.0,[],False,False
a00268,p35_body_positions_s1,How do you solve quadratic equations?,body_positions,0.8,1,1,10.0,10.0,[],False,False
a00269,p11_body_positions_s12,Explain how to properly clean a kitchen.,body_positions,0.8,12,1,25.0,25.0,[],False,False
a00270,p20_body_positions_s14,How do you calculate percentages?,body_positions,0.8,14,1,35.0,35.0,[],False,False
a00271,p10_body_positions_s8,Explain how to plan a party.,body_positions,0.8,8,1,20.0,20.0,[],False,False
a00272,p19_body_positions_s9,How do you calculate compound interest?,body_positions,0.8,9,1,10.0,10.0,[],False,False
a00273,p28_body_positions_s3,How do you organize a successful team meeting?,body_positions,0.8,3,1,20.0,20.0,[],False,False
a00274,p25_body_positions_s16,How do you make a basic budget?,body_positions,0.8,16,1,20.0,20.0,[],False,False
a00275,p21_body_positions_s14,How do you calculate the area of irregular shapes?,body_positions,0.8,14,1,20.0,20.0,[],False,False
a00276,p34_body_positions_s9,How do you solve a Rubik's cube?,body_positions,0.8,9,1,10.0,10.0,[],False,False
a00277,p24_body_positions_s6,How do you give an effective presentation?,body_positions,0.8,6,1,25.0,25.0,[],False,False
a00278,p32_body_positions_s9,How do you properly wash and dry clothes?,body_positions,0.8,9,1,20.0,20.0,[],False,False
a00279,p19_body_positions_s3,How do you calculate compound interest?,body_positions,0.8,3,1,10.0,10.0,[],False,False
a00280,p4_body_positions_s2,Explain how to change a bike tire.,body_positions,0.8,2,1,15.0,15.0,[],False,False
a00281,p21_body_positions_s12,How do you calculate the area of irregular shapes?,body_positions,0.8,12,1,25.0,25.0,[],False,False
a00282,p27_body_positions_s19,How do you make a perfect omelette?,body_positions,0.8,19,1,15.0,15.0,[],False,False
a00283,p11_body_positions_s18,Explain how to properly clean a kitchen.,body_positions,0.8,18,1,20.0,20.0,[],False,False
a00284,p21_body_positions_s4,How do you calculate the area of irregular shapes?,body_positions,0.8,4,1,20.0,20.0,[],False,False
a00285,p26_body_positions_s18,How do you make a good cup of coffee?,body_positions,0.8,18,1,15.0,15.0,[],False,False
a00286,p10_body_positions_s13,Explain how to plan a party.,body_positions,0.8,13,1,20.0,20.0,[],False,False
a00287,p28_body_positions_s14,How do you organize a successful team meeting?,body_positions,0.8,14,1,25.0,25.0,[],False,False
a00288,p31_body_positions_s10,How do you properly iron clothes?,body_positions,0.8,10,1,20.0,20.0,[],False,False
a00289,p19_body_positions_s18,How do you calculate compound interest?,body_positions,0.8,18,1,15.0,15.0,[],False,False
a00290,p15_body_positions_s3,Explain how to write a business proposal.,body_positions,0.8,3,1,10.0,10.0,[],False,False
a00291,p14_body_positions_s6,Explain how to start composting.,body_positions,0.8,6,1,15.0,15.0,[],False,False
a00292,p12_body_positions_s3,Explain how to properly clean a window.,body_positions,0.8,3,1,20.0,20.0,[],False,False
a00293,p25_body_positions_s19,How do you make a basic budget?,body_positions,0.8,19,1,15.0,15.0,[],False,False
a00294,p6_body_positions_s13,Explain how to darn a hole in a sock.,body_positions,0.8,13,1,10.0,10.0,[],False,False
a00295,p28_body_positions_s6,How do you organize a successful team meeting?,body_positions,0.8,6,1,25.0,25.0,[],False,False
a00296,p31_body_positions_s3,How do you properly iron clothes?,body_positions,0.8,3,1,50.0,50.0,[],False,False
a00297,p16_body_positions_s13,Explain how to write a research paper.,body_positions,0.8,13,1,20.0,20.0,[],False,False
a00298,p35_body_positions_s5,How do you solve quadratic equations?,body_positions,0.8,5,1,5.0,5.0,[],False,False
a00299,p37_body_positions_s2,How do you write a professional email?,body_positions,0.8,2,1,10.0,10.0,[],False,False
a00300,p33_body_positions_s14,How do you properly wash dishes by hand?,body_positions,0.8,14,1,55.0,55.0,[],False,False
a00301,p13_body_positions_s18,Explain how to properly vacuum a room.,body_positions,0.8,18,1,60.0,60.0,[],False,False
a00302,p11_body_positions_s9,Explain how to properly clean a kitchen.,body_positions,0.8,9,1,50.0,50.0,[],False,False
a00303,p28_body_positions_s5,How do you organize a successful team meeting?,body_positions,0.8,5,1,20.0,20.0,[],False,False
a00304,p23_body_positions_s6,How do you conduct an effective job interview?,body_positions,0.8,6,1,35.0,35.0,[],False,False
a00305,p22_body_positions_s9,How do you calculate the volume of different shapes?,body_positions,0.8,9,1,5.0,5.0,[],False,False
a00306,p16_body_positions_s3,Explain how to write a research paper.,body_positions,0.8,3,1,55.0,55.0,[],False,False
a00307,p8_body_positions_s18,Explain how to organize your email inbox.,body_positions,0.8,18,1,25.0,25.0,[],False,False
a00308,p37_body_positions_s5,How do you write a professional email?,body_positions,0.8,5,1,12.0,12.0,[],False,False
a00309,p30_body_positions_s11,How do you properly fold a fitted sheet?,body_positions,0.8,11,1,40.0,40.0,[],False,False
a00310,p35_body_positions_s4,How do you solve quadratic equations?,body_positions,0.8,4,1,8.0,8.0,[],False,False
a00311,p14_body_positions_s2,Explain how to start composting.,body_positions,0.8,2,1,5.0,5.0,[],False,False
a00312,p23_body_positions_s3,How do you conduct an effective job interview?,body_positions,0.8,3,1,50.0,50.0,[],False,False
a00313,p20_body_positions_s5,How do you calculate percentages?,body_positions,0.8,5,1,70.0,70.0,[],False,False
a00314,p12_body_positions_s14,Explain how to properly clean a window.,body_positions,0.8,14,1,55.0,55.0,[],False,False
a00315,p7_body_positions_s15,Explain how to organize a closet.,body_positions,0.8,15,1,55.0,55.0,[],False,False
a00316,p30_body_positions_s8,How do you properly fold a fitted sheet?,body_positions,0.8,8,1,45.0,45.0,[],False,False
a00317,p36_body_positions_s6,How do you write a business plan?,body_positions,0.8,6,1,25.0,25.0,[],False,False
a00318,p26_body_positions_s13,How do you make a good cup of coffee?,body_positions,0.8,13,1,20.0,20.0,[],False,False
a00319,p0_body_positions_s16,Explain how to add two fractions.,body_positions,0.8,16,1,15.0,15.0,[],False,False
a00320,p1_body_positions_s18,Explain how to calculate averages.,body_positions,0.8,18,1,50.0,50.0,[],False,False
a00321,p25_body_positions_s5,How do you make a basic budget?,body_positions,0.8,5,1,40.0,40.0,[],False,False
a00322,p3_body_positions_s16,Explain how to calculate the square root of a number.,body_positions,0.8,16,1,10.0,10.0,[],False,False
a00323,p19_body_positions_s12,How do you calculate compound interest?,body_positions,0.8,12,1,20.0,20.0,[],False,False
a00324,p25_body_positions_s18,How do you make a basic budget?,body_positions,0.8,18,1,55.0,55.0,[],False,False
a00325,p22_body_positions_s18,How do you calculate the volume of different shapes?,body_positions,0.8,18,1,10.0,10.0,[],False,False
a00326,p37_body_positions_s7,How do you write a professional email?,body_positions,0.8,7,1,55.0,55.0,[],False,False
a00327,p18_body_positions_s12,Explain how to write a thank you note.,body_positions,0.8,12,1,60.0,60.0,[],False,False
a00328,p23_body_positions_s17,How do you conduct an effective job interview?,body_positions,0.8,17,1,60.0,60.0,[],False,False
a00329,p28_body_positions_s15,How do you organize a successful team meeting?,body_positions,0.8,15,1,50.0,50.0,[],False,False
a00330,p23_body_positions_s5,How do you conduct an effective job interview?,body_positions,0.8,5,1,75.0,75.0,[],False,False
a00331,p12_body_positions_s4,Explain how to properly clean a window.,body_positions,0.8,4,1,55.0,55.0,[],False,False
a00332,p35_body_positions_s13,How do you solve quadratic equations?,body_positions,0.8,13,1,5.0,5.0,[],False,False
a00333,p26_body_positions_s1,How do you make a good cup of coffee?,body_positions,0.8,1,1,30.0,30.0,[],False,False
a00334,p19_body_positions_s15,How do you calculate compound interest?,body_positions,0.8,15,1,20.0,20.0,[],False,False
a00335,p7_body_positions_s13,Explain how to organize a closet.,body_positions,0.8,13,1,55.0,55.0,[],False,False
a00336,p3_body_positions_s4,Explain how to calculate the square root of a number.,body_positions,0.8,4,1,5.0,5.0,[],False,False
a00337,p32_body_positions_s6,How do you properly wash and dry clothes?,body_positions,0.8,6,1,15.0,15.0,[],False,False
a00338,p37_body_positions_s10,How do you write a professional email?,body_positions,0.8,10,1,8.0,8.0,[],False,False
a00339,p16_body_positions_s5,Explain how to write a research paper.,body_positions,0.8,5,1,20.0,20.0,[],False,False
a00340,p24_body_positions_s18,How do you give an effective presentation?,body_positions,0.8,18,1,15.0,15.0,[],False,False
a00341,p3_body_positions_s18,Explain how to calculate the square root of a number.,body_positions,0.8,18,1,5.0,5.0,[],False,False
a00342,p19_body_positions_s19,How do you calculate compound interest?,body_positions,0.8,19,1,25.0,25.0,[],False,False
a00343,p0_body_positions_s5,Explain how to add two fractions.,body_positions,0.8,5,1,5.0,5.0,[],False,False
a00344,p9_body_positions_s8,Explain how to organize your schedule.,body_positions,0.8,8,1,65.0,65.0,[],False,False
a00345,p34_body_positions_s8,How do you solve a Rubik's cube?,body_positions,0.8,8,1,8.0,8.0,[],False,False
a00346,p13_body_positions_s15,Explain how to properly vacuum a room.,body_positions,0.8,15,1,55.0,55.0,[],False,False
a00347,p11_body_positions_s4,Explain how to properly clean a kitchen.,body_positions,0.8,4,1,55.0,55.0,[],False,False
a00348,p10_body_positions_s2,Explain how to plan a party.,body_positions,0.8,2,1,35.0,35.0,[],False,False
a00349,p22_body_positions_s15,How do you calculate the volume of different shapes?,body_positions,0.8,15,1,18.0,18.0,[],False,False
a00350,p25_body_positions_s13,How do you make a basic budget?,body_positions,0.8,13,1,60.0,60.0,[],False,False
a00351,p12_body_positions_s19,Explain how to properly clean a window.,body_positions,0.8,19,1,55.0,55.0,[],False,False
a00352,p8_body_positions_s12,Explain how to organize your email inbox.,body_positions,0.8,12,1,65.0,65.0,[],False,False
a00353,p29_body_positions_s11,How do you perform basic first aid?,body_positions,0.8,11,1,25.0,25.0,[],False,False
a00354,p35_body_positions_s17,How do you solve quadratic equations?,body_positions,0.8,17,1,12.0,12.0,[],False,False
a00355,p8_body_positions_s8,Explain how to organize your email inbox.,body_positions,0.8,8,1,65.0,65.0,[],False,False
a00356,p31_body_positions_s0,How do you properly iron clothes?,body_positions,0.8,0,1,55.0,55.0,[],False,False
a00357,p3_body_positions_s19,Explain how to calculate the square root of a number.,body_positions,0.8,19,1,8.0,8.0,[],False,False
a00358,p35_body_positions_s19,How do you solve quadratic equations?,body_positions,0.8,19,1,20.0,20.0,[],False,False
a00359,p0_body_positions_s6,Explain how to add two fractions.,body_positions,0.8,6,1,25.0,25.0,[],False,False
a00360,p33_body_positions_s3,How do you properly wash dishes by hand?,body_positions,0.8,3,1,65.0,65.0,[],False,False
a00361,p0_body_positions_s7,Explain how to add two fractions.,body_positions,0.8,7,1,35.0,35.0,[],False,False
a00362,p21_body_positions_s6,How do you calculate the area of irregular shapes?,body_positions,0.8,6,1,20.0,20.0,[],False,False
a00363,p20_body_positions_s10,How do you calculate percentages?,body_positions,0.8,10,1,55.0,55.0,[],False,False
a00364,p13_body_positions_s5,Explain how to properly vacuum a room.,body_positions,0.8,5,1,55.0,55.0,[],False,False
a00365,p14_body_positions_s17,Explain how to start composting.,body_positions,0.8,17,1,18.0,18.0,[],False,False
a00366,p24_body_positions_s19,How do you give an effective presentation?,body_positions,0.8,19,1,55.0,55.0,[],False,False
a00367,p37_body_positions_s15,How do you write a professional email?,body_positions,0.8,15,1,30.0,30.0,[],False,False
a00368,p16_body_positions_s10,Explain how to write a research paper.,body_positions,0.8,10,1,18.0,18.0,[],False,False
a00369,p7_body_positions_s1,Explain how to organize a closet.,body_positions,0.8,1,1,70.0,70.0,[],False,False
a00370,p18_body_positions_s10,Explain how to write a thank you note.,body_positions,0.8,10,1,20.0,20.0,[],False,False
a00371,p19_body_positions_s0,How do you calculate compound interest?,body_positions,0.8,0,1,30.0,30.0,[],False,False
a00372,p9_body_positions_s10,Explain how to organize your schedule.,body_positions,0.8,10,1,65.0,65.0,[],False,False
a00373,p11_body_positions_s8,Explain how to properly clean a kitchen.,body_positions,0.8,8,1,55.0,55.0,[],False,False
a00374,p29_body_positions_s3,How do you perform basic first aid?,body_positions,0.8,3,1,35.0,35.0,[],False,False
a00375,p22_body_positions_s14,How do you calculate the volume of different shapes?,body_positions,0.8,14,1,12.0,12.0,[],False,False
a00376,p36_body_positions_s3,How do you write a business plan?,body_positions,0.8,3,1,50.0,50.0,[],False,False
a00377,p35_body_positions_s7,How do you solve quadratic equations?,body_positions,0.8,7,1,15.0,15.0,[],False,False
a00378,p7_body_positions_s5,Explain how to organize a closet.,body_positions,0.8,5,1,50.0,50.0,[],False,False
a00379,p36_body_positions_s18,How do you write a business plan?,body_positions,0.8,18,1,30.0,30.0,[],False,False
a00380,p10_body_positions_s15,Explain how to plan a party.,body_positions,0.8,15,1,45.0,45.0,[],False,False
a00381,p10_body_positions_s19,Explain how to plan a party.,body_positions,0.8,19,1,50.0,50.0,[],False,False
a00382,p32_body_positions_s12,How do you properly wash and dry clothes?,body_positions,0.8,12,1,70.0,70.0,[],False,False
a00383,p26_body_positions_s19,How do you make a good cup of coffee?,body_positions,0.8,19,1,18.0,18.0,[],False,False
a00384,p0_body_positions_s18,Explain how to add two fractions.,body_positions,0.8,18,1,28.0,28.0,[],False,False
a00385,p9_body_positions_s4,Explain how to organize your schedule.,body_positions,0.8,4,1,5.0,5.0,[],False,False
a00386,p32_body_positions_s15,How do you properly wash and dry clothes?,body_positions,0.8,15,1,18.0,18.0,[],False,False
a00387,p6_body_positions_s17,Explain how to darn a hole in a sock.,body_positions,0.8,17,1,8.0,8.0,[],False,False
a00388,p8_body_positions_s17,Explain how to organize your email inbox.,body_positions,0.8,17,1,15.0,15.0,[],False,False
a00389,p24_body_positions_s14,How do you give an effective presentation?,body_positions,0.8,14,1,22.0,22.0,[],False,False
a00390,p36_body_positions_s0,How do you write a business plan?,body_positions,0.8,0,1,20.0,20.0,[],False,False
a00391,p17_body_positions_s13,Explain how to write a resume.,body_positions,0.8,13,1,8.0,8.0,[],False,False
a00392,p12_body_positions_s2,Explain how to properly clean a window.,body_positions,0.8,2,1,32.0,32.0,[],False,False
a00393,p32_body_positions_s4,How do you properly wash and dry clothes?,body_positions,0.8,4,1,35.0,35.0,[],False,False
a00394,p27_body_positions_s9,How do you make a perfect omelette?,body_positions,0.8,9,1,12.0,12.0,[],False,False
a00395,p24_body_positions_s0,How do you give an effective presentation?,body_positions,0.8,0,1,25.0,25.0,[],False,False
a00396,p30_body_positions_s6,How do you properly fold a fitted sheet?,body_positions,0.8,6,1,8.0,8.0,[],False,False
a00397,p17_body_positions_s14,Explain how to write a resume.,body_positions,0.8,14,1,8.0,8.0,[],False,False
a00398,p36_body_positions_s12,How do you write a business plan?,body_positions,0.8,12,1,18.0,18.0,[],False,False
a00399,p22_body_positions_s4,How do you calculate the volume of different shapes?,body_positions,0.8,4,1,12.0,12.0,[],False,False
a00400,p36_body_positions_s16,How do you write a business plan?,body_positions,0.8,16,1,15.0,15.0,[],False,False
a00401,p1_body_positions_s10,Explain how to calculate averages.,body_positions,0.8,10,1,42.0,42.0,[],False,False
a00402,p12_body_positions_s15,Explain how to properly clean a window.,body_positions,0.8,15,1,28.0,28.0,[],False,False
a00403,p8_body_positions_s13,Explain how to organize your email inbox.,body_positions,0.8,13,1,18.0,18.0,[],False,False
a00404,p30_body_positions_s7,How do you properly fold a fitted sheet?,body_positions,0.8,7,1,8.0,8.0,[],False,False
a00405,p5_body_positions_s16,Explain how to create a strong password.,body_positions,0.8,16,1,10.0,10.0,[],False,False
a00406,p34_body_positions_s5,How do you solve a Rubik's cube?,body_positions,0.8,5,1,15.0,15.0,[],False,False
a00407,p2_body_positions_s1,Explain how to calculate probability.,body_positions,0.8,1,1,38.0,38.0,[],False,False
a00408,p2_body_positions_s8,Explain how to calculate probability.,body_positions,0.8,8,1,40.0,40.0,[],False,False
a00409,p37_body_positions_s14,How do you write a professional email?,body_positions,0.8,14,1,22.0,22.0,[],False,False
a00410,p21_body_positions_s7,How do you calculate the area of irregular shapes?,body_positions,0.8,7,1,18.0,18.0,[],False,False
a00411,p18_body_positions_s0,Explain how to write a thank you note.,body_positions,0.8,0,1,10.0,10.0,[],False,False
a00412,p36_body_positions_s19,How do you write a business plan?,body_positions,0.8,19,1,12.0,12.0,[],False,False
a00413,p19_body_positions_s1,How do you calculate compound interest?,body_positions,0.8,1,1,20.0,20.0,[],False,False
a00414,p28_body_positions_s9,How do you organize a successful team meeting?,body_positions,0.8,9,1,15.0,15.0,[],False,False
a00415,p25_body_positions_s17,How do you make a basic budget?,body_positions,0.8,17,1,25.0,25.0,[],False,False
a00416,p24_body_positions_s7,How do you give an effective presentation?,body_positions,0.8,7,1,28.0,28.0,[],False,False
a00417,p33_body_positions_s6,How do you properly wash dishes by hand?,body_positions,0.8,6,1,48.0,48.0,[],False,False
a00418,p19_body_positions_s6,How do you calculate compound interest?,body_positions,0.8,6,1,18.0,18.0,[],False,False
a00419,p7_body_positions_s2,Explain how to organize a closet.,body_positions,0.8,2,1,12.0,12.0,[],False,False
a00420,p6_body_positions_s19,Explain how to darn a hole in a sock.,body_positions,0.8,19,1,8.0,8.0,[],False,False
a00421,p27_body_positions_s2,How do you make a perfect omelette?,body_positions,0.8,2,1,15.0,15.0,[],False,False
a00422,p2_body_positions_s2,Explain how to calculate probability.,body_positions,0.8,2,1,42.0,42.0,[],False,False
a00423,p32_body_positions_s18,How do you properly wash and dry clothes?,body_positions,0.8,18,1,52.0,52.0,[],False,False
a00424,p4_body_positions_s0,Explain how to change a bike tire.,body_positions,0.8,0,1,10.0,10.0,[],False,False
a00425,p30_body_positions_s17,How do you properly fold a fitted sheet?,body_positions,0.8,17,1,8.0,8.0,[],False,False
a00426,p13_body_positions_s16,Explain how to properly vacuum a room.,body_positions,0.8,16,1,52.0,52.0,[],False,False
a00427,p25_body_positions_s1,How do you make a basic budget?,body_positions,0.8,1,1,28.0,28.0,[],False,False
a00428,p3_body_positions_s12,Explain how to calculate the square root of a number.,body_positions,0.8,12,1,18.0,18.0,[],False,False
a00429,p32_body_positions_s17,How do you properly wash and dry clothes?,body_positions,0.8,17,1,50.0,50.0,[],False,False
a00430,p12_body_positions_s10,Explain how to properly clean a window.,body_positions,0.8,10,1,48.0,48.0,[],False,False
a00431,p8_body_positions_s1,Explain how to organize your email inbox.,body_positions,0.8,1,1,20.0,20.0,[],False,False
a00432,p9_body_positions_s14,Explain how to organize your schedule.,body_positions,0.8,14,1,20.0,20.0,[],False,False
a00433,p34_body_positions_s11,How do you solve a Rubik's cube?,body_positions,0.8,11,1,5.0,5.0,[],False,False
a00434,p10_body_positions_s7,Explain how to plan a party.,body_positions,0.8,7,1,25.0,25.0,[],False,False
a00435,p15_body_positions_s7,Explain how to write a business proposal.,body_positions,0.8,7,1,30.0,30.0,[],False,False
a00436,p17_body_positions_s4,Explain how to write a resume.,body_positions,0.8,4,1,5.0,5.0,[],False,False
a00437,p11_body_positions_s7,Explain how to properly clean a kitchen.,body_positions,0.8,7,1,35.0,35.0,[],False,False
a00438,p15_body_positions_s13,Explain how to write a business proposal.,body_positions,0.8,13,1,40.0,40.0,[],False,False
a00439,p32_body_positions_s5,How do you properly wash and dry clothes?,body_positions,0.8,5,1,40.0,40.0,[],False,False
a00440,p16_body_positions_s18,Explain how to write a research paper.,body_positions,0.8,18,1,35.0,35.0,[],False,False
a00441,p18_body_positions_s4,Explain how to write a thank you note.,body_positions,0.8,4,1,65.0,65.0,[],False,False
a00442,p20_body_positions_s16,How do you calculate percentages?,body_positions,0.8,16,1,50.0,50.0,[],False,False
a00443,p35_body_positions_s18,How do you solve quadratic equations?,body_positions,0.8,18,1,5.0,5.0,[],False,False
a00444,p20_body_positions_s17,How do you calculate percentages?,body_positions,0.8,17,1,75.0,75.0,[],False,False
a00445,p13_body_positions_s6,Explain how to properly vacuum a room.,body_positions,0.8,6,1,55.0,55.0,[],False,False
a00446,p7_body_positions_s17,Explain how to organize a closet.,body_positions,0.8,17,1,45.0,45.0,[],False,False
a00447,p31_body_positions_s19,How do you properly iron clothes?,body_positions,0.8,19,1,50.0,50.0,[],False,False
a00448,p13_body_positions_s1,Explain how to properly vacuum a room.,body_positions,0.8,1,1,20.0,20.0,[],False,False
a00449,p4_body_positions_s19,Explain how to change a bike tire.,body_positions,0.8,19,1,45.0,45.0,[],False,False
a00450,p16_body_positions_s7,Explain how to write a research paper.,body_positions,0.8,7,1,60.0,60.0,[],False,False
a00451,p3_body_positions_s11,Explain how to calculate the square root of a number.,body_positions,0.8,11,1,10.0,10.0,[],False,False
a00452,p20_body_positions_s0,How do you calculate percentages?,body_positions,0.8,0,1,75.0,75.0,[],False,False
a00453,p21_body_positions_s0,How do you calculate the area of irregular shapes?,body_positions,0.8,0,1,20.0,20.0,[],False,False
a00454,p9_body_positions_s0,Explain how to organize your schedule.,body_positions,0.8,0,1,55.0,55.0,[],False,False
a00455,p29_body_positions_s10,How do you perform basic first aid?,body_positions,0.8,10,1,40.0,40.0,[],False,False
a00456,p37_body_positions_s6,How do you write a professional email?,body_positions,0.8,6,1,20.0,20.0,[],False,False
a00457,p2_body_positions_s4,Explain how to calculate probability.,body_positions,0.8,4,1,70.0,70.0,[],False,False
a00458,p29_body_positions_s2,How do you perform basic first aid?,body_positions,0.8,2,1,15.0,15.0,[],False,False
a00459,p1_body_positions_s2,Explain how to calculate averages.,body_positions,0.8,2,1,65.0,65.0,[],False,False
a00460,p7_body_positions_s7,Explain how to organize a closet.,body_positions,0.8,7,1,55.0,55.0,[],False,False
a00461,p15_body_positions_s8,Explain how to write a business proposal.,body_positions,0.8,8,1,50.0,50.0,[],False,False
a00462,p25_body_positions_s6,How do you make a basic budget?,body_positions,0.8,6,1,45.0,45.0,[],False,False
a00463,p20_body_positions_s1,How do you calculate percentages?,body_positions,0.8,1,1,70.0,70.0,[],False,False
a00464,p34_body_positions_s19,How do you solve a Rubik's cube?,body_positions,0.8,19,1,5.0,5.0,[],False,False
a00465,p15_body_positions_s12,Explain how to write a business proposal.,body_positions,0.8,12,1,50.0,50.0,[],False,False
a00466,p1_body_positions_s12,Explain how to calculate averages.,body_positions,0.8,12,1,60.0,60.0,[],False,False
a00467,p4_body_positions_s18,Explain how to change a bike tire.,body_positions,0.8,18,1,45.0,45.0,[],False,False
a00468,p21_body_positions_s5,How do you calculate the area of irregular shapes?,body_positions,0.8,5,1,25.0,25.0,[],False,False
a00469,p28_body_positions_s7,How do you organize a successful team meeting?,body_positions,0.8,7,1,55.0,55.0,[],False,False
a00470,p19_body_positions_s7,How do you calculate compound interest?,body_positions,0.8,7,1,5.0,5.0,[],False,False
a00471,p19_body_positions_s11,How do you calculate compound interest?,body_positions,0.8,11,1,5.0,5.0,[],False,False
a00472,p10_body_positions_s4,Explain how to plan a party.,body_positions,0.8,4,1,55.0,55.0,[],False,False
a00473,p22_body_positions_s12,How do you calculate the volume of different shapes?,body_positions,0.8,12,1,15.0,15.0,[],False,False
a00474,p5_body_positions_s8,Explain how to create a strong password.,body_positions,0.8,8,1,10.0,10.0,[],False,False
a00475,p11_body_positions_s0,Explain how to properly clean a kitchen.,body_positions,0.8,0,1,60.0,60.0,[],False,False
a00476,p37_body_positions_s17,How do you write a professional email?,body_positions,0.8,17,1,15.0,15.0,[],False,False
a00477,p14_body_positions_s18,Explain how to start composting.,body_positions,0.8,18,1,50.0,50.0,[],False,False
a00478,p8_body_positions_s14,Explain how to organize your email inbox.,body_positions,0.8,14,1,55.0,55.0,[],False,False
a00479,p22_body_positions_s17,How do you calculate the volume of different shapes?,body_positions,0.8,17,1,5.0,5.0,[],False,False
a00480,p21_body_positions_s1,How do you calculate the area of irregular shapes?,body_positions,0.8,1,1,15.0,15.0,[],False,False
a00481,p10_body_positions_s16,Explain how to plan a party.,body_positions,0.8,16,1,20.0,20.0,[],False,False
a00482,p30_body_positions_s14,How do you properly fold a fitted sheet?,body_positions,0.8,14,1,15.0,15.0,[],False,False
a00483,p30_body_positions_s4,How do you properly fold a fitted sheet?,body_positions,0.8,4,1,15.0,15.0,[],False,False
a00484,p16_body_positions_s11,Explain how to write a research paper.,body_positions,0.8,11,1,18.0,18.0,[],False,False
a00485,p37_body_positions_s4,How do you write a professional email?,body_positions,0.8,4,1,18.0,18.0,[],False,False
a00486,p6_body_positions_s3,Explain how to darn a hole in a sock.,body_positions,0.8,3,1,15.0,15.0,[],False,False
a00487,p21_body_positions_s11,How do you calculate the area of irregular shapes?,body_positions,0.8,11,1,20.0,20.0,[],False,False
a00488,p36_body_positions_s14,How do you write a business plan?,body_positions,0.8,14,1,18.0,18.0,[],False,False
a00489,p31_body_positions_s16,How do you properly iron clothes?,body_positions,0.8,16,1,15.0,15.0,[],False,False
a00490,p14_body_positions_s8,Explain how to start composting.,body_positions,0.8,8,1,15.0,15.0,[],False,False
a00491,p1_body_positions_s4,Explain how to calculate averages.,body_positions,0.8,4,1,32.0,32.0,[],False,False
a00492,p37_body_positions_s3,How do you write a professional email?,body_positions,0.8,3,1,18.0,18.0,[],False,False
a00493,p0_body_positions_s13,Explain how to add two fractions.,body_positions,0.8,13,1,25.0,25.0,[],False,False
a00494,p14_body_positions_s10,Explain how to start composting.,body_positions,0.8,10,1,35.0,35.0,[],False,False
a00495,p12_body_positions_s5,Explain how to properly clean a window.,body_positions,0.8,5,1,18.0,18.0,[],False,False
a00496,p16_body_positions_s4,Explain how to write a research paper.,body_positions,0.8,4,1,12.0,12.0,[],False,False
a00497,p20_body_positions_s4,How do you calculate percentages?,body_positions,0.8,4,1,28.0,28.0,[],False,False
a00498,p24_body_positions_s10,How do you give an effective presentation?,body_positions,0.8,10,1,32.0,32.0,[],False,False
a00499,p18_body_positions_s7,Explain how to write a thank you note.,body_positions,0.8,7,1,15.0,15.0,[],False,False
a00500,p30_body_positions_s13,How do you properly fold a fitted sheet?,body_positions,0.8,13,1,15.0,15.0,[],False,False
a00501,p24_body_positions_s16,How do you give an effective presentation?,body_positions,0.8,16,1,35.0,35.0,[],False,False
a00502,p3_body_positions_s15,Explain how to calculate the square root of a number.,body_positions,0.8,15,1,20.0,20.0,[],False,False
a00503,p26_body_positions_s10,How do you make a good cup of coffee?,body_positions,0.8,10,1,18.0,18.0,[],False,False
a00504,p25_body_positions_s12,How do you make a basic budget?,body_positions,0.8,12,1,25.0,25.0,[],False,False
